CD_NODO,DS_NODO,CD_ACCESSO,BUSINESS_PROCESS,PG_ORDINAMENTO,FL_TERMINALE,LIVELLO,URL_ICONA,CD_PROPRIO_NODO,CD_NODO_PADRE,URL_ICONA_OPEN,UTCR,UTUV,PG_VER_REC
"0.CNS.BEPRCL.CECRCL","stampa conto economico riclassif.","CNSBEPRCLCORECECRCLM","StampaContoEconomRiclassBP","2","Y","3","NULL","CECRCL","0.CNS.BEPRCL","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.STAMPE","stampe","NULL","NULL","70","N","3","NULL","STAMPE","0.DOC.INTCAS","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.STAMPE.SITCAS","situazione di cassa","DOCINTCASCORESITCASM","StampaSituazioneCassaBP","1","Y","4","NULL","SITCAS","0.DOC.INTCAS.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.FATPAS.STAMPE.FPASCL","elenco fatture pass. per fornitore","AMMFATTURDOCSFPASCLM","StampaFattPassPerFornitoreBP","2","Y","5","NULL","FPASCL","0.AMM.FATTUR.FATPAS.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.FATATT.STAMPE","stampe","NULL","NULL","6","N","4","NULL","STAMPE","0.AMM.FATTUR.FATATT","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.FATATT.STAMPE.FATTFO","elenco fatture att. per cliente","AMMFATTURDOCSFATTFOM","StampaFattAttPerClienteBP","1","Y","5","NULL","FATTFO","0.AMM.FATTUR.FATATT.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.TRSINV","trasferimento inventario","NULL","NULL","6","N","3","NULL","TRSINV","0.AMM.INVENT","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.TRSINV.TRSEXT","trasferimento verso altra UO","AMMINVENTCORETRSEXTM","CRUDTrasferimentoExtraInventarioBP","1","Y","4","NULL","TRSEXT","0.AMM.INVENT.TRSINV","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.TRSINV.TRSINT","trasferimento interno alla UO","AMMINVENTCORETRSINTM","CRUDTrasferimentoIntraInventarioBP","2","Y","4","NULL","TRSINT","0.AMM.INVENT.TRSINV","NULL","SYSTEM","SYSTEM","1"
"0.CFG.LINATT.STAMP","Stampe","NULL","NULL","6","N","3","NULL","STAMP","0.CFG.LINATT","NULL","SYSTEM","SYSTEM","1"
"0.CFG.LINATT.STAMP.M","Elenco GAE per Modulo","CFGLINATTSTAMPM","StampaElencoProgettiBP","1","Y","6","NULL","M","0.CFG.LINATT.STAMP","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PARAMCNR.UO","Unit? Organizzativa","NULL","NULL","110","N","4","NULL","UO","0.CFG.PARAMCNR","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PARAMCNR.UO.M","gestione","CFGPARAMETRIUOM","CRUDConfigParametriUoBP","20","Y","5","NULL","M","0.CFG.PARAMCNR.UO","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PARAMCNR.UO.V","visualizzazione","CFGPARAMETRIUOV","CRUDConfigParametriUoBP","10","Y","5","NULL","V","0.CFG.PARAMCNR.UO","NULL","SYSTEM","SYSTEM","1"
"0.AMM.CONS.INVENT.REGINV","Consultazione Registro Inventario","AMMINVCONSREGINV","ConsRegistroInventarioBP","12","Y","4","NULL","CONSREGINV","0.AMM.CONS.INVENT","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.REV","Reversali","NULL","NULL","40","N","3","NULL","MAN","0.DOC.CON","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.REV.INIOREV","Stato Invio Reversali","CONSDOCAMMINVIOREV","ConsStatoInvioReversaliBP","10","Y","4","NULL","INIOREV","0.DOC.CON.REV","NULL","SYSTEM","SYSTEM","1"
"0.PRV.STM","Stampe","NULL","NULL","80","N","2","NULL","STM","0.PRV","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CONTRATTI.TABRIF.PROCAMM.V","visualizzazione","CFGCONTRATTOPROCAMMV","CRUDConfigProcedureAmministrativeBP","20","Y","5","NULL","V","0.CFG.CONTRATTI.TABRIF.PROCAMM","NULL","SYSTEM","SYSTEM","1"
"0.CNS.LIBROGIORNALE","Libro Giornale","NULL","NULL","20","N","2","NULL","LIBROGIORNALE","0.CNS","NULL","SYSTEM","SYSTEM","1"
"0.COANCOEP.COAN.MOVCOG","Movimenti Contabili","NULL","NULL","3","N","3","NULL","MOVCOG","0.COANCOEP.COAN","NULL","SYSTEM","SYSTEM","1"
"0.COANCOEP.COAN.MOVCOG.V","visualizzazione","AMMCOANCPCOREMOVCOGV","RicercaMovContCoanBP","1","Y","4","NULL","V","0.COANCOEP.COAN.MOVCOG","NULL","SYSTEM","SYSTEM","1"
"0.COANCOEP.COAN.SCRANA","Scrittura analitica","NULL","NULL","1","N","3","NULL","SCRANA","0.COANCOEP.COAN","NULL","SYSTEM","SYSTEM","1"
"0.COANCOEP.COAN.SCRANA.M","gestione","AMMCOANCPCORESCRANAM","CRUDScritturaAnaliticaBP","2","Y","4","NULL","M","0.COANCOEP.COAN.SCRANA","NULL","SYSTEM","SYSTEM","1"
"0.COANCOEP.COAN.SCRANA.V","visualizzazione","AMMCOANCPCORESCRANAV","CRUDScritturaAnaliticaBP","1","Y","4","NULL","V","0.COANCOEP.COAN.SCRANA","NULL","SYSTEM","SYSTEM","1"
"0.COANCOEP.COEP","Registrazione Economico-Patrimoniale","NULL","NULL","1","N","2","NULL","COEP","0.COANCOEP","NULL","SYSTEM","SYSTEM","1"
"0.COANCOEP.COEP.MASCOG","Mastri Contabili","NULL","NULL","2","N","3","NULL","MASCOG","0.COANCOEP.COEP","NULL","SYSTEM","SYSTEM","1"
"0.COANCOEP.COEP.MASCOG.V","visualizzazione","AMMCOEPCNCOREMASCOGV","RicercaMastriCogeBP","1","Y","4","NULL","V","0.COANCOEP.COEP.MASCOG","NULL","SYSTEM","SYSTEM","1"
"0.COANCOEP.COEP.MOVCOG","Movimenti Contabili","NULL","NULL","3","N","3","NULL","MOVCOG","0.COANCOEP.COEP","NULL","SYSTEM","SYSTEM","1"
"0.COANCOEP.COEP.MOVCOG.V","visualizzazione","AMMCOEPCNCOREMOVCOGV","RicercaMovContCogeBP","1","Y","4","NULL","V","0.COANCOEP.COEP.MOVCOG","NULL","SYSTEM","SYSTEM","1"
"0.COANCOEP.COEP.SCRLIB","Scrittura in Partita Doppia","NULL","NULL","1","N","3","NULL","SCRLIB","0.COANCOEP.COEP","NULL","SYSTEM","SYSTEM","1"
"0.COANCOEP.COEP.SCRLIB.M","gestione","AMMCOEPCNCORESCRLIBM","CRUDScritturaPDoppiaBP","2","Y","4","NULL","M","0.COANCOEP.COEP.SCRLIB","NULL","SYSTEM","SYSTEM","1"
"0.COANCOEP.COEP.SCRLIB.V","visualizzazione","AMMCOEPCNCORESCRLIBV","CRUDScritturaPDoppiaBP","1","Y","4","NULL","V","0.COANCOEP.COEP.SCRLIB","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS","Interfaccia Cassiere","NULL","NULL","5","N","2","NULL","INTCAS","0.DOC","NULL","SYSTEM","SYSTEM","1"
"0.CFG.MODATTIVITA","Moduli di attivit?","NULL","NULL","9","N","2","NULL","MODULI DI ATTIVIT?","0.CFG","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.RIFINQ","inquadramenti","NULL","NULL","9","N","4","NULL","RIFINQ","0.CFG.ANAGCF.TABR","NULL","SYSTEM","SYSTEM","1"
"0.CFG.MODATTIVITA.V","visualizzazione","CFGPROGERCOREMAV","ModuloAttivitaBP","10","Y","3","NULL","V","0.CFG.MODATTIVITA","NULL","SYSTEM","SYSTEM","1"
"0.AMM.CONS.INVENT.ELENCOINVENT","Elenco inventario","CONSULTELENCOINVE","ConsElencoinventariobeniBP","10","Y","4","NULL","ELENCOINVENT","0.AMM.CONS.INVENT","NULL","SYSTEM","SYSTEM","1"
"0.DOC.STIPEN.CORI","CO/RI Stipendi","NULL","NULL","3","N","3","NULL","CORI","0.DOC.STIPEN","NULL","SYSTEM","SYSTEM","1"
"0.DOC.STIPEN.CORI.M","gestione","DOCSTIPENDICOFICORIM","CRUDStipendiCofiCoriBP","2","Y","4","NULL","M","0.DOC.STIPEN.CORI","NULL","SYSTEM","SYSTEM","1"
"0.DOC.STIPEN.CORI.V","visualizzazione","DOCSTIPENDICOFICORIV","CRUDStipendiCofiCoriBP","1","Y","4","NULL","V","0.DOC.STIPEN.CORI","NULL","SYSTEM","SYSTEM","1"
"0.IVA.INTERF","Liquidazione IVA interfaccia","NULL","NULL","8","N","2","NULL","INTERF","0.IVA","NULL","SYSTEM","SYSTEM","1"
"0.IVA.INTERF.V","visualizzazione","AMMLIQIVACOREINTERFV","LiquidIvaInterfBP","2","Y","3","NULL","V","0.IVA.INTERF","NULL","SYSTEM","SYSTEM","1"
"0.IVA.INTERF.M","gestione","AMMLIQIVACOREINTERFM","LiquidIvaInterfBP","1","Y","3","NULL","M","0.IVA.INTERF","NULL","SYSTEM","SYSTEM","1"
"0.PRV.RICORES.STA","Stampe","NULL","NULL","30","N","3","NULL","STA","0.PRV.RICOSRES","NULL","SYSTEM","SYSTEM","1"
"0.PRV.RICORES.STA.S","Stampa Ricostruzione Residui","PRVRICOSRESSTAMPAM","StampaRicostruzioneResiduiBP","1","Y","4","NULL","S","0.PRV.RICORES.STA","NULL","SYSTEM","SYSTEM","1"
"0.COANCOEP.COEP.STAMP","Stampe","NULL","NULL","4","N","3","NULL","STAMP","0.COANCOEP.COEP","NULL","SYSTEM","SYSTEM","1"
"0.COANCOEP.COEP.STAMP.M","Stampa Elenco Movimenti","AMMCOEPSTAMOV","StampaElencoMovimentiBP","1","Y","4","NULL","M","0.COANCOEP.COEP.STAMP","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.GESTBE.U","Aggiornamento","AMMINVENTCOREGESTBEU","CRUDAggiornamentoInventarioBP","3","Y","4","NULL","U","0.AMM.INVENT.GESTBE","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CON","Consultazioni","NULL","NULL","100","N","3","book_closed.gif","CON","0.PRV.PDGMODAGG","book_opened.gif","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CON.PDGPAREA","PdGP per Area/Istituto","NULL","NULL","10","N","4","NULL","PDGPAREA","0.PRV.PDGMODAGG.CON","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CON.PDGPAREA.ETR","entrate","CONSPDGPAREAETR","ConsPDGPAreaEtrBP","10","Y","4","NULL","ETR","0.PRV.PDGMODAGG.CON.PDGPAREA","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CON.PDGPAREA.SPE","spese","CONSPDGPAREASPE","ConsPDGPAreaSpeBP","20","Y","4","NULL","SPE","0.PRV.PDGMODAGG.CON.PDGPAREA","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.RIFINQ.M","gestione","CFGANAGCFTABRRIFINQM","CRUDRifInquadramentoBP","2","Y","5","NULL","M","0.CFG.ANAGCF.TABR.RIFINQ","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.RIFINQ.V","visualizzazione","CFGANAGCFTABRRIFINQV","CRUDRifInquadramentoBP","1","Y","5","NULL","V","0.CFG.ANAGCF.TABR.RIFINQ","NULL","SYSTEM","SYSTEM","1"
"0.PRV.VARCOMPETENZA.TABR.TIPVAR.V","visualizzazione","PRVTIPOVARIAZIONEV","CRUDTipoVariazioneBP","20","Y","5","NULL","V","0.PRV.VARCOMPETENZA.TABR.TIPVAR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.BONUS.V","visualizzazione","AMMBONUSV","CRUDBonusBP","1","Y","3","NULL","V","0.AMM.BONUS","NULL","SYSTEM","SYSTEM","1"
"0.AMM.CONS.INVENT.ASSDISP","Consultazione Associazioni Mancanti","AMMINVCONSASSDISP","ConsAssociazioniDisponibiliBP","13","Y","4","NULL","CONSASSDISP","0.AMM.CONS.INVENT","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CON.PDGPDIPFO","PdGPrevisionale per Istituto - F.O.","NULL","NULL","40","N","4","NULL","PDGPDIPFO","0.PRV.PDGMODAGG.CON","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CON.PDGPDIPFO.ETR","entrate","CONSPDGPDIPFOETR","ConsPDGPDipFoEtrBP","10","Y","4","NULL","ETR","0.PRV.PDGMODAGG.CON.PDGPDIPFO","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.STAMPE.CRTICC","stampa  certificazione a titolo d'imposta - Co.Co.Co.","AMMCOMPENCORECRTICCM","StampaCertificazioneTitoloImpostaCoCoCoBP","5","Y","4","NULL","CRTICC","0.AMM.COMPEN.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CON.PDGPDIPFO.SPE","spese","CONSPDGPDIPFOSPE","ConsPDGPDipFoSpeBP","20","Y","4","NULL","SPE","0.PRV.PDGMODAGG.CON.PDGPDIPFO","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.WORKPCK.CONSWORKPCK","Impegni GAE","CONSULTWPOBBLIGAZ","ConsWorkpackageBP","10","Y","4","NULL","CONSWORKPCK","0.DOC.CON.WORKPCK","NULL","SYSTEM","SYSTEM","1"
"0.SERV.1000","Coda file Excel","CFGEXCELCCORERECODAM","ExcelSpoolerBP","7","Y","2","NULL","1000","0.SERV","NULL","SYSTEM","SYSTEM","1"
"0.PRV.CON.PERSON.COSTIPERSON","Costi del personale previsione","CONSULTCOSTIPERSO","ConsCostiDelPersonaleBP","10","Y","4","NULL","COSTIPERSON","0.PRV.CON.PERSON","NULL","SYSTEM","SYSTEM","1"
"0.AMM.BONUS","Bonus","NULL","NULL","10","N","2","NULL","BONUS","0.AMM","NULL","SYSTEM","SYSTEM","1"
"0.PRV.CON.PDGAGGREGATO.ETR","Entrata","CONSULTPDGAGGRETR","ConsPDGAggregatoEntrataBP","10","Y","4","NULL","ETR","0.PRV.CON.PDGAGGREGATO","NULL","SYSTEM","SYSTEM","1"
"0.PRV.CON.PDGAGGREGATO.SPE","Spesa","CONSULTPDGAGGRSPE","ConsPDGAggregatoSpesaBP","20","Y","4","NULL","SPE","0.PRV.CON.PDGAGGREGATO","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CON.PDGGAREA.ETR","entrate","CONSPDGGAREAETR","ConsPDGGAreaEtrBP","10","Y","4","NULL","ETR","0.PRV.PDGMODAGG.CON.PDGGAREA","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CON.PDGGAREA.SPE","spese","CONSPDGGAREASPE","ConsPDGGAreaSpeBP","20","Y","4","NULL","SPE","0.PRV.PDGMODAGG.CON.PDGGAREA","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PROGETTI.STR","stampe","NULL","NULL","5","N","3","NULL","STR","0.CFG.PROGETTI","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PROGETTI.STR.ANP","anagrafica progetti","CFGPROGERCOREPROSTAN","StampaAnagraficaProgettiBP","1","Y","4","NULL","ANP","0.CFG.PROGETTI.STR","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PROGETTI.STR.PDI","progetti per Dipartimento/Istituto","CFGPROGERCOREPROSTSM","StampaProgettiBP","2","Y","4","NULL","PDI","0.CFG.PROGETTI.STR","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.RICLASS","Riclassificazioni","NULL","NULL","200","N","3","NULL","RICLASS","0.CFG.PDCFIN","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.RICLASS.ENTRATE","Entrate","NULL","NULL","10","N","4","NULL","ENTRATE","0.CFG.PDCFIN.RICLASS","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.RICLASS.ENTRATEM","gestione","CFGPDCFINRICLASSENTM","ClassificazioneEntrateBP","10","Y","5","NULL","M","0.CFG.PDCFIN.RICLASS.ENTRATE","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.RICLASS.ENTRATEV","visualizzazione","CFGPDCFINRICLASSENTV","ClassificazioneEntrateBP","10","Y","5","NULL","V","0.CFG.PDCFIN.RICLASS.ENTRATE","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.RICLASS.SPESE","Spese","NULL","NULL","20","N","4","NULL","SPESE","0.CFG.PDCFIN.RICLASS","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.RICLASS.SPESEM","gestione","CFGPDCFINRICLASSSPEM","ClassificazioneSpeseBP","10","Y","5","NULL","M","0.CFG.PDCFIN.RICLASS.SPESE","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.RICLASS.SPESEV","visualizzazione","CFGPDCFINRICLASSSPEV","ClassificazioneSpeseBP","20","Y","5","NULL","V","0.CFG.PDCFIN.RICLASS.SPESE","NULL","SYSTEM","SYSTEM","1"
"0.CFG.COMMESSE","Commesse","NULL","NULL","8","N","2","NULL","COMMESSE","0.CFG","NULL","SYSTEM","SYSTEM","1"
"0.CFG.COMMESSE.V","visualizzazione","CFGPROGERCORECOMOLDV","TestataProgettiRicercaOldBP","2","Y","3","NULL","V","0.CFG.COMMESSE","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CON.PDGGIST","PdG Gestionale per Istituto/Area","NULL","NULL","67","N","3","NULL","PDGGIST","0.PRV.PDGMODAGG.CON","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PARAMETRI","Parametri Ente","NULL","NULL","100","N","2","NULL","PARAMETRI","0.CFG","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PARAMETRI.M","gestione","CFGESTPARAMENTECOMUM","ParametriEnteBP","2","Y","3","NULL","M","0.CFG.PARAMETRI","NULL","SYSTEM","SYSTEM","1"
"0.CFG.EXCELLOB","File Excel","NULL","NULL","100","N","3","NULL","EXCELLOB","0.CFG","NULL","SYSTEM","SYSTEM","1"
"0.CFG.EXCELLOB.M","gestione","CFGFILEEXCELLOBM","CRUDConfigExcelBlobBP","2","Y","4","NULL","M","0.CFG.EXCELLOB","NULL","SYSTEM","SYSTEM","1"
"0.CFG.EXCELLOB.V","visualizzazione","CFGFILEEXCELLOBV","CRUDConfigExcelBlobBP","1","Y","4","NULL","V","0.CFG.EXCELLOB","NULL","SYSTEM","SYSTEM","1"
"0.CFG.STRORG.DIPART","dipartimento","NULL","NULL","0","N","3","NULL","DIPART","0.CFG.STRORG","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.PIANORIP.M","gestione","PRVPDGPIANORIPARTOM","CRUDPdgPianoRipSpeseAccentBP","10","Y","4","NULL","M","0.PRV.PDGMODAGG.PIANORIP","NULL","SYSTEM","SYSTEM","1"
"0.CFG.STRORG.DIPART.V","visualizzazione","CFGSTRORGCOREDIPARTV","CRUDConfigDipartimentoBP","1","Y","4","NULL","V","0.CFG.STRORG.DIPART","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CONTRATTI.STAMP","Stampe","NULL","NULL","30","N","4","NULL","STAMP","0.CFG.CONTRATTI","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CONTRATTI.STAMP.M","Stampa Elenco Contratti","CFGCONTRATTOSTAMPM","StampaElencoContrattiBP","40","Y","5","NULL","M","0.CFG.CONTRATTI.STAMP","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.STATOCDR","Stato CdR - PdGP","NULL","NULL","70","N","3","NULL","STATOCDR","0.PRV.PDGMODAGG","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.STATOCDR.V","visualizzazione","PRVNPDGESTSTATOCDRV","CRUDStatoCdrPdGPBP","10","Y","3","NULL","V","0.PRV.PDGMODAGG.STATOCDR","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.STATOCDR.M","gestione","PRVNPDGESTSTATOCDRM","CRUDStatoCdrPdGPBP","20","Y","3","NULL","M","0.PRV.PDGMODAGG.STATOCDR","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.CLA.PARLIV","parametri livelli","NULL","NULL","5","N","4","NULL","PARLIV","0.CFG.PDCFIN.CLA","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.CLA.PARLIV.M","gestione","CFGPDCFINPARLIVELLIM","CRUDConfigParametriLivelliBP","10","Y","4","NULL","M","0.CFG.PDCFIN.CLA.PARLIV","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.CLA.PARLIV.V","visualizzazione","CFGPDCFINPARLIVELLIV","CRUDConfigParametriLivelliBP","10","Y","4","NULL","V","0.CFG.PDCFIN.CLA.PARLIV","NULL","SYSTEM","SYSTEM","1"
"0.AMM.CONS.COMPENSI.LIQUIDCORIMAN","Liquidazioni CORI non effettuate","CONSULTLIQUIDCORIMAN","LiquidCoriMancantiBP","30","Y","4","NULL","LIQUIDCORIMAN","0.AMM.CONS.COMPENSI","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.PIANORIP","Piano Riparto Spese Accentrate","NULL","NULL","80","N","3","NULL","PIANORIP","0.PRV.PDGMODAGG","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.PIANORIP.V","visualizzazione","PRVPDGPIANORIPARTOV","CRUDPdgPianoRipSpeseAccentBP","10","Y","4","NULL","M","0.PRV.PDGMODAGG.PIANORIP","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CSTDIP","Costi del personale","NULL","NULL","90","N","3","NULL","CSTDIP","0.PRV.PDGMODAGG","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CSTDIP.M","gestione","PRVCSTDIPCORECSTDIPM","CRUDCostoDelDipendenteBP","2","Y","4","NULL","M","0.PRV.PDGMODAGG.CSTDIP","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CSTDIP.V","visualizzazione","PRVCSTDIPCORECSTDIPV","CRUDCostoDelDipendenteBP","1","Y","4","NULL","V","0.PRV.PDGMODAGG.CSTDIP","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CSTDIP.RIPCST","Ripartizione Costi","NULL","NULL","3","N","4","NULL","RIPCST","0.PRV.PDGMODAGG.CSTDIP","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.TABR.MODINC","Modalit? Incasso","NULL","NULL","15","N","4","NULL","MODINC","0.AMM.FATTUR.TABR","NULL","SYSTEM","SYSTEM","1"
"0.CFG.COMMESSE.CW","Modulo di Attivit?/GAE","CFGPROGERCOREPROGERC","CommessaWorkpackageBP","30","Y","3","NULL","M","0.CFG.MODATTIVITA","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CSTDIP.RIPCST.V","visualizzazione","PRVCSTDIPCORERIPCSTV","CostiDipendenteBP","1","Y","5","NULL","V","0.PRV.PDGMODAGG.CSTDIP.RIPCST","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CSTDIP.RIPCST.M","gestione","PRVCSTDIPCORERIPCSTM","CostiDipendenteBP","2","Y","5","NULL","M","0.PRV.PDGMODAGG.CSTDIP.RIPCST","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CON.PDGGIST.ETR","entrate","CONSPDGGISTETR","ConsPDGGIstEtrBP","10","Y","4","NULL","ETR","0.PRV.PDGMODAGG.CON.PDGGIST","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CON.PDGGIST.SPE","spese","CONSPDGGISTSPE","ConsPDGGIstSpeBP","20","Y","4","NULL","SPE","0.PRV.PDGMODAGG.CON.PDGGIST","NULL","SYSTEM","SYSTEM","1"
"0.CNS.PDGING.SITANA.ESVOCE","Stampa entrate/spese in c/competenza  per voce","CNSPDGINGCOREESCVOCE","StampaSituazioneAnaliticaGAExVoceBP","5","Y","5","NULL","ESVOCE","0.CNS.PDGING.SITANA","NULL","SYSTEM","SYSTEM","1"
"0.CNS.PDGING.SITANA.USCRESES","Stampa uscite in c/residui per commessa/Esercizio Residuo","CNSPDGINGCOREUSES","StampaUsciteResiduiEsercizioBP","8","Y","5","NULL","CNSPDGINGCOREUSCRES","0.CNS.PDGING.SITANA","NULL","SYSTEM","SYSTEM","1"
"0.PRV.VARCOMPETENZA","Variazioni Stanziamento di Competenza","NULL","NULL","47","N","2","NULL","VARCOMPETENZA","0.PRV","NULL","SYSTEM","SYSTEM","1"
"0.PRV.CON.PDGCOMMESSA.ETR","Entrata","CONSULTPDGCOMMETR","ConsPDGCommessaEntrataBP","10","Y","4","NULL","ETR","0.PRV.CON.PDGCOMMESSA","NULL","SYSTEM","SYSTEM","1"
"0.PRV.CON.PDGCOMMESSA.SPE","Spesa","CONSULTPDGCOMMSPE","ConsPDGCommessaSpesaBP","20","Y","4","NULL","SPE","0.PRV.CON.PDGCOMMESSA","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGEST.STAMPE","Stampe","NULL","NULL","50","N","3","NULL","STAMPE","0.PRV.PDGEST","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGEST.STAMPE.RICLDIP","PDG riclassificato per Dipartimento","PRVPDGSTAETRSPEDIP","Stampa_pdg_etr_spe_dipBP","10","Y","4","NULL","RICLDIP","0.PRV.PDGEST.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGEST.STAMPE.RICLIST","PDG riclassificato per Istituto","PRVPDGSTAETRSPEIST","Stampa_pdg_etr_spe_istBP","20","Y","4","NULL","RICLIST","0.PRV.PDGEST.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.ESTR.MEINPS","elaborazione INPS mensile","AMMCOMPENESTRMEINPSM","EstrazioneINPSMensileBP","4","Y","4","NULL","MEINPS","0.AMM.COMPEN.ESTR","NULL","SYSTEM","SYSTEM","1"
"0.PRV.VARCOMPETENZA.M","gestione","PRVVARCOMPETENZAM","CRUDPdgVariazioneGestionaleBP","10","Y","3","NULL","M","0.PRV.VARCOMPETENZA","NULL","SYSTEM","SYSTEM","1"
"0.PRV.VARCOMPETENZA.V","visualizzazione","PRVVARCOMPETENZAV","CRUDPdgVariazioneGestionaleBP","20","Y","3","NULL","V","0.PRV.VARCOMPETENZA","NULL","SYSTEM","SYSTEM","1"
"0.PRV.VARCOMPETENZA.STAMPE","Stampe","NULL","NULL","30","N","3","NULL","STAMPE","0.PRV.VARCOMPETENZA","NULL","SYSTEM","SYSTEM","1"
"0.PRV.VARCOMPETENZA.STAMPE.M","Stampa Variazioni PdG","PRVVARCOMPSTAMP","StampaVariazioniPdgBP","10","Y","4","NULL","M","0.PRV.VARCOMPETENZA.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.PRV.VARCOMPETENZA.STAMPE.RIEP","Stampa Variazioni PdG Riepilogo","PRVVARCOMPSTAMPR","StampaVariazioniPdgRiepBP","20","Y","4","NULL","M","0.PRV.VARCOMPETENZA.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.AMM.CONS.INVENT.IMPASS","Differenze Impegni investimento - Associazioni Inventario","AMMINVCONSIMPASS","ConsImpegniAssociazioniBP","14","Y","4","NULL","CONSIMPASS","0.AMM.CONS.INVENT","NULL","SYSTEM","SYSTEM","1"
