"cd_bene_servizio","ds_bene_servizio","unita_misura","fl_gestione_inventario","fl_gestione_magazzino","cd_voce_iva","cd_categoria_gruppo","dacr","utcr","duva","utuv","pg_ver_rec","ti_bene_servizio","fl_obb_intrastat_acq","fl_obb_intrastat_ven","fl_valido","fl_autofattura","fl_bollo","fl_scadenza","tipo_servizio","tipo_manutenzione","note","tipo_gestione","sconti_applic_invent","cd_gruppo_merceologico","cd_tipo_articolo"
"AA00271","BOMBOLETTE ARIA COMPRESSA PER PULIZIA","N","N","Y","22","7.8","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:18:35.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00272","BENDE","N","N","Y","22","7.8","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:18:50.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"207-08-9","benzo(k)fluorantene207-08-9","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:31.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"10004-44-1","3-idrossi-5-metilisossazolo10004-44-1","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:17.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"10007-85-9","3,6-dicloro-o-anisato di potassio10007-85-9","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:17.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"1000-78-8","N,N'-(2,2-dimetilpropiliden)esametilendiammina1000-78-8","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:17.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"100181-71-3","3,4-epossibutirrato di isobutile100181-71-3","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:17.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"100-22-1","N,N,N',N'-tetrametil-p-fenilendiamina100-22-1","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:17.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"100-25-4","1,4-dinitrobenzene100-25-4","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:17.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"10025-67-9","monocloruro di zolfo; zolfo monocloruro10025-67-9","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:17.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"10025-78-2","triclorosilano10025-78-2","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:18.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"10025-87-3","tricloruro di fosforile10025-87-3","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:18.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"10025-91-9","tricloruro di antimonio10025-91-9","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:18.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"10025-99-7","tetracloroplatinato di dipotassio10025-99-7","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:18.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"10026-00-3","tetracloroplatinato di disodio10026-00-3","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:18.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"10026-04-7","tetracloruro di silicio; silicio tetracloruro10026-04-7","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:18.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"AA00189","PAILLETTES","N","N","Y","22","7.5","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:06:59.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00190","GOBELET","N","N","Y","22","7.5","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:07:12.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00191","ALVEOLI","N","N","Y","22","7.5","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:08:09.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00192","TRASPORTO PARTICOLARE PER APPARECCHIATURE INGOMBRANTI","N","N","Y","22","0.8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:08:20.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00193","QUALIFICAZIONE E CALIBRAZIONE DELLA STRUMENTAZIONE","N","N","Y","22","0.2.4","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:08:32.000","GULLOP","1","S","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00194","INSTALLAZIONI","N","N","Y","22","0.5","2017-05-19T09:52:42.000","MIGRAZIONE","2015-01-09T07:57:20.000","GULLOP","1","S","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00195","DIVISE AUTISTI","N","N","Y","22","7.8","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:08:41.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00196","TUBO FERRO","N","N","Y","22","8.5","2017-05-19T09:52:42.000","MIGRAZIONE","2002-05-31T12:41:38.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00197","OLIO DIATERMICO","KG","N","Y","22","8.5","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:08:56.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00198","IMPIANTO DISTRIBUZIONE GAS TECNICI (INV.)","N","N","Y","22","3.9","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-15T11:12:22.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","Y","NULL","NULL"
"AA00199","ELETTRODO PER PHMETRO","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2015-01-09T07:56:59.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00200","FORMATORE DI GRADIENTE PER GEL","N","N","Y","22","7.1","2017-05-19T09:52:42.000","MIGRAZIONE","2002-06-07T12:11:25.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00201","GEL DI ACRILAMIDE","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2002-06-11T08:50:12.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00203","COLONNA PER GEL FILTRAZIONE","N","N","Y","22","7.9","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:09:16.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00204","ACCESSORI DI CONSUMO VARI PER FRIGORIFERI","N","N","Y","22","7.0","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:09:33.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00205","PICCOLE APPARECCHIATURE DA LABORATORIO DI CONSUMO","N","N","Y","22","7.0","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:09:42.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00206","TAPPI PET PER PROVETTE","N","N","Y","22","7.1","2017-05-19T09:52:42.000","MIGRAZIONE","2002-06-14T12:35:19.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00207","DISINFETTANTE","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:10:28.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00208","CAMICI UOMO NERI T.54","N","N","Y","22","7.8","2017-05-19T09:52:42.000","MIGRAZIONE","2002-10-04T12:07:02.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00209","CAMICI UOMO NERI T. 56","N","N","Y","22","7.8","2017-05-19T09:52:42.000","MIGRAZIONE","2002-10-04T12:07:14.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00210","TARGA IN ARGENTO","N","N","Y","22","8.0","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:10:44.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00211","ACCESSORI VARI DI CONSUMO","N","N","Y","22","7.0","2017-05-19T09:52:42.000","MIGRAZIONE","2006-05-12T11:18:20.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00212","SOLUZIONE STANDARD","ML","N","Y","22","9.3","2017-05-19T09:52:42.000","MIGRAZIONE","2007-03-15T10:36:26.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00213","PERIDROLO SUPRAPUR","ML","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2002-06-18T12:12:00.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00214","TUBI DI GRAFITE","N","N","Y","22","7.9","2017-05-19T09:52:42.000","MIGRAZIONE","2002-06-18T12:13:50.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00215","CONCENTRATORI PER CENTRIFUGA","N","N","Y","22","7.3","2017-05-19T09:52:42.000","MIGRAZIONE","2002-06-18T14:36:43.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00216","CRISTALLIZZATORE","N","N","Y","22","7.1","2017-05-19T09:52:42.000","MIGRAZIONE","2002-06-20T08:13:47.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00217","PIASTRE PER ESSICCATORE","N","N","Y","22","7.1","2017-05-19T09:52:42.000","MIGRAZIONE","2002-06-20T08:16:52.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00218","PATTINI INTRODUZIONE","N","N","Y","22","8.4","2017-05-19T09:52:42.000","MIGRAZIONE","2002-06-24T09:59:47.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00219","RULLO INCHIOSTRATORE","N","N","Y","22","8.4","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:11:23.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00220","MOLLA","N","N","Y","22","8.4","2017-05-19T09:52:42.000","MIGRAZIONE","2002-06-24T10:02:44.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00221","MATERIALE FOTOGRAFICO","N","N","Y","22","8.0","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:11:42.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00273","BASTONCINI COTONATI","N","N","Y","22","7.8","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:18:58.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00274","COMPRESSE GARZE STERILI","N","N","Y","22","7.8","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:19:07.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00275","ACQUA OSSIGENATA7722-84-1","N","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2002-07-29T15:30:53.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00276","KIT LAVAOCCHI","N","N","Y","22","7.8","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:19:21.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00277","CONTENITORE URINA","N","N","Y","22","7.8","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:28:04.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00278","SACCHETTI TRASPORTO CAMPIONI","N","N","Y","22","7.8","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:28:18.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00279","POLIZZA ASSICURATIVA PER RESPONSABILITA' CIVILE","N","N","Y","22","0.5","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:28:29.000","GULLOP","1","S","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00280","LETTORE PER DOSIMETRIA TERMOLUMINESCENTE (INV.)","N","N","Y","22","3.3","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T11:33:29.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","Y","NULL","NULL"
"AA00281","ACCESSORI PER LETTORE PER DOSIMETRIA TERMOLUMINESCENTE","N","N","Y","22","3.1","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:29:29.000","GULLOP","1","B","Y","Y","N","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00282","FILTRI A PRESSIONE DA 0,2 MM PER SIRINGHE STERILITIPO PBI/MILLIPORE/GELMAN - CONF. SINGOLA","N","N","Y","22","7.3","2017-05-19T09:52:42.000","MIGRAZIONE","2003-01-30T10:23:54.000","DAQUINOC","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00283","FILTRI A PRESSIONE DA 0,45  MM PER SIRINGA STERILITIPO PBI/MILLIPORE/GELMAN - CONF. SINGOLA","N","N","Y","22","7.3","2017-05-19T09:52:42.000","MIGRAZIONE","2003-01-30T10:25:14.000","DAQUINOC","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00284","IMBUTI DIAM. CM 3 IN VETRO PYREX/DURAN","N","N","Y","22","7.1","2017-05-19T09:52:42.000","MIGRAZIONE","2009-08-13T10:53:29.000","DAQUINOC","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00285","GUANTI LATT. NON STER.MIS. XL SENZA POLVERE CONF.NORME EN 455 E 374 SPESS.=>0,12MM LUNGH.240MM","N","N","Y","22","7.8","2017-05-19T09:52:42.000","MIGRAZIONE","2014-02-10T12:32:15.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00286","GUANTI VINILE NON STER. S/POLV. MIS.XL CONF. NORMEEN 455 E 374 - SPESS. =>0,12 MM - LUNGH. 240 MM","N","N","Y","22","7.8","2017-05-19T09:52:42.000","MIGRAZIONE","2011-03-02T11:10:27.000","MARRA","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00287","FILTRI A DEPRESS. DA 250ML MEMBRANA PES DA 0,22?MSTERILI CONF.SING.","N","N","Y","22","7.3","2017-05-19T09:52:42.000","MIGRAZIONE","2008-09-26T12:27:07.000","DAQUINOC","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00288","FILTRI A DEPRESS.  1000 ML MEMBRANA PES DA 0,22 ?MSTERILI CONF. SING.","N","N","Y","22","7.3","2017-05-19T09:52:42.000","MIGRAZIONE","2008-09-26T12:25:19.000","DAQUINOC","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"105-46-4","acetato di sec-butile105-46-4","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:19.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"105-48-6","cloroacetato di isopropile105-48-6","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:19.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"105488-33-3","acido 3-(3-(4-(2,4-bis(1,1-dimetilpropil)fenossi)b105488-33-3","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:19.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"10551-42-5","bromuro di 1-(3-fenilpropil)-2-metilpiridinio10551-42-5","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:19.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"105560-93-8","2R,3S-(-)-3-(4-metossifenil)ossirancarbossilato di105560-93-8","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:19.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"105-57-7","1,1-dietossi-etano; acetale105-57-7","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:19.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"105-59-9","2,2'-metiliminodietanolo; N-metildietanolamina105-59-9","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:19.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"105-60-2","e-caprolattame105-60-2","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:19.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"105-67-9","2,4-xilenolo105-67-9","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:19.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"105-68-0","propionato di isopentile105-68-0","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"105-74-8","perossido di dilauroile; dilauroile perossido105-74-8","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"105-83-9","N,N-bis(3-amminopropil)metilammina; 3,3'-diammino-105-83-9","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"10588-01-9","dicromato di sodio10588-01-9","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"106028-58-4","6-ammino-4-idrossi-3-(7-solfonato-4-(4-solfonatofe106028-58-4","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"10605-21-7","carbendazina (ISO); benzimidazol-2-ilcarbammato di10605-21-7","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"106264-79-3","6-metil-2,4-bis(metiltio)fenilen-1,3-diammina106264-79-3","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"106-35-4","eptan-3-one; butiletilchetone106-35-4","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"106359-91-5","7-(4-(6-fluoro-4-(2-(2-vinilsolfoniletossi)etilamm106359-91-5","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"106359-93-7","idrogenofosfonato di 2-(4-(3-(4-clorofenil)-4,5-di106359-93-7","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"106359-94-8","2'-(2-ciano-4,6-dinitrofenilazo)-5'-(N,N,-dipropil106359-94-8","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"106-36-5","propionato di n-propile106-36-5","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"106-42-3","p-xilene106-42-3","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"106-43-4","4-clorotoluene106-43-4","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"106-44-5","cresolo (p)106-44-5","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"106-46-7","1,4-diclorobenzene; p-diclorobenzolo106-46-7","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"106-47-8","4-cloroanilina106-47-8","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"106-48-9","4-clorofenolo106-48-9","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"106-49-0","p-toluidina; 4-aminotoluene106-49-0","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"106-50-3","p-fenilendiamina106-50-3","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"106-51-4","p-benzochinone; chinone106-51-4","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"106-63-8","isobutile acrilato106-63-8","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"1067-08-9","ottano [e isomeri]1067-08-9","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"107-18-6","alcole allilico107-18-6","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"107-19-7","prop-2-in-1-olo; alcool propargilico107-19-7","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"107-20-0","cloroacetaldeide107-20-0","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"107-21-1","glicol etilenico; etilen glicol107-21-1","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"107-22-2","gliossale...%; etandiale...%107-22-2","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"107246-80-0","6-ammino-4-idrossi-3-[7-solfonato-4-(5-solfonato-2107246-80-0","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:20.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
